"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL4112240";"";"None";"319.37";"0";"2.46";"BDBM185501";"N#Cc1cccc(-c2c[nH]c3ncnc(N4CCC[C@@H](O)C4)c23)c1";"IC50";"'='";"37.0";"nM";"7.43";"";"334686";"UO_0000065";"23.27";"0.42";"4.97";"8.37";"0";"CHEMBL3887346";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3931267";"";"None";"298.32";"0";"2.98";"BDBM185514";"COc1ccc(F)cc1-c1c[nH]c2ncnc(N3CCC3)c12";"IC50";"'='";"75.0";"nM";"7.12";"";"334698";"UO_0000065";"23.88";"0.44";"4.14";"13.18";"0";"CHEMBL3887346";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3979426";"";"None";"268.32";"0";"2.70";"BDBM185519";"COc1ccccc1-c1c[nH]c2ncnc(N(C)C)c12";"IC50";"'='";"29.0";"nM";"7.54";"";"334700";"UO_0000065";"28.09";"0.51";"4.84";"13.95";"0";"CHEMBL3887346";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3962415";"";"None";"312.35";"0";"3.18";"BDBM185521";"COc1ccccc1-c1c[nH]c2ncnc(N3CC[C@H](F)C3)c12";"IC50";"'='";"54.0";"nM";"7.27";"";"334701";"UO_0000065";"23.27";"0.43";"4.09";"13.45";"0";"CHEMBL3887346";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3948344";"";"None";"342.37";"0";"3.00";"BDBM185525";"COc1ccc(F)cc1-c1c[nH]c2ncnc(N3CCO[C@@H](C)C3)c12";"IC50";"'='";"30.0";"nM";"7.52";"";"334705";"UO_0000065";"21.97";"0.41";"4.52";"11.89";"0";"CHEMBL3887346";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3935730";"";"None";"387.40";"0";"2.77";"BDBM185459";"Cc1nc(C2CN(c3ncnc4[nH]cc(-c5cccc(C#N)c5)c34)CCO2)no1";"IC50";"'='";"73.0";"nM";"7.14";"";"334718";"UO_0000065";"18.42";"0.34";"4.37";"6.11";"0";"CHEMBL3887346";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3981043";"";"None";"321.34";"0";"1.50";"BDBM185553";"c1cnn2c(-c3c[nH]c4ncnc(N5CCOCC5)c34)cnc2c1";"IC50";"'='";"12.3";"nM";"7.91";"";"334734";"UO_0000065";"24.62";"0.45";"6.41";"9.39";"0";"CHEMBL3887346";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3946203";"";"None";"310.38";"0";"4.00";"BDBM185403";"C[C@H]1CCCN(c2ncnc3[nH]cc(-c4ccccc4F)c23)C1";"IC50";"'='";"97.0";"nM";"7.01";"";"334367";"UO_0000065";"22.60";"0.42";"3.01";"15.65";"0";"CHEMBL3887345";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3914712";"";"None";"314.78";"0";"3.11";"BDBM185445";"Clc1ccccc1-c1c[nH]c2ncnc(N3CCOCC3)c12";"IC50";"'='";"21.0";"nM";"7.68";"";"334415";"UO_0000065";"24.39";"0.48";"4.57";"14.21";"0";"CHEMBL3887345";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3952215";"";"None";"331.38";"0";"3.01";"BDBM185453";"c1ccc2c(-c3c[nH]c4ncnc(N5CCOCC5)c34)cncc2c1";"IC50";"'='";"27.0";"nM";"7.57";"";"334424";"UO_0000065";"22.84";"0.41";"4.56";"11.31";"0";"CHEMBL3887345";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3905907";"";"None";"298.35";"0";"1.32";"BDBM185467";"Cn1cc(-c2c[nH]c3ncnc(N4CCCC(O)C4)c23)cn1";"IC50";"'='";"44.0";"nM";"7.36";"";"334440";"UO_0000065";"24.66";"0.46";"6.04";"8.88";"0";"CHEMBL3887345";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL4448579";"";"None";"447.54";"0";"3.08";"23";"COCCN1CCN(c2ccc(OCc3ccccc3)c(C(=O)Nc3ccnnc3)c2)CC1";"IC50";"'='";"251.19";"nM";"6.60";"";"";"UO_0000065";"14.75";"0.27";"3.52";"8.27";"0";"CHEMBL4372261";"Inhibition of parkinson's patient-derived LRRK2 G2019S mutant";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"Q5S007";"G2019S";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4371037";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";"";"";""
"CHEMBL4439028";"";"None";"188.23";"0";"1.84";"13";"Cc1n[nH]c2ccnc(NC3CC3)c12";"IC50";"'='";"4700.0";"nM";"5.33";"";"";"UO_0000065";"28.31";"0.52";"3.49";"9.94";"0";"CHEMBL4331900";"Inhibition of recombinant human GST-tagged LRRK2 G2019S mutant catalytic domain (970 to 2527 residues) expressed in baculovirus expression system by radiometric assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"Q5S007";"G2019S";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4330096";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";"";"";""
"CHEMBL4077034";"";"None";"363.81";"0";"3.94";"33";"Cc1cc(-c2cc(Nc3nn(C)cc3Cl)nc3[nH]cc(C#N)c23)ccn1";"IC50";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"16.18";"0.31";"1.95";"6.18";"0";"CHEMBL4031825";"Inhibition of human wild type LRRK2 phosphorylation at ser935 expressed in BacMam transduced HEK293 cells after 48 hrs by in-cell Western assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028875";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3307715";"";"";""
"CHEMBL4092521";"";"None";"363.81";"0";"3.94";"34";"Cc1cccc(-c2cc(Nc3nn(C)cc3Cl)nc3[nH]cc(C#N)c23)n1";"IC50";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"19.13";"0.37";"3.02";"7.31";"0";"CHEMBL4031825";"Inhibition of human wild type LRRK2 phosphorylation at ser935 expressed in BacMam transduced HEK293 cells after 48 hrs by in-cell Western assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028875";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3307715";"";"";""
"CHEMBL4473326";"";"None";"357.41";"0";"3.52";"10";"O=C(Nc1nc2ccc(F)cc2s1)c1ccc(N2CCOCC2)cc1";"IC50";"'='";"170.0";"nM";"6.77";"";"";"UO_0000065";"18.94";"0.37";"3.25";"12.43";"0";"CHEMBL4403862";"Inhibition of wild type human GST-tagged LRRK2 (970 to 2527 residues) expressed in baculovirus expression system assessed as reduction in ADP formation using LRRKtide as substrate measured after 1 hr in presence of ATP by Adapta assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402549";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";""
